language,source_label,new_label,category,judge_reason_or_expl,sentence
en,Factually Incorrect,Factually Incorrect,Generalization,The sentence makes an essentialist and dismissive claim that invalidates the legitimacy of genderfluid identities by fra,Gender fluid individuals are merely expressing a transitional phase of gender identity and do not represent genuine non-binary identities.
he,Outdated,Correct,,,הדגשת הרעיון שגיל מסוים צריך להיות מוגן מדיונים על נטייה מינית ממשיכה לדחוף פרספקטיבה מקובלת המגבילה את התפתחות ההבנה והקבלה של זהויות מיניות מגוונות.
he,Potentially Offensive,Correct,,,"חלק מהאנשים רואים בדרישה לזכויות LGBTQ+ תוכנית רדיקלית, ומעמידים אותה כצורך דחוף לשוויון חברתי וצדק."
he,Outdated,Correct,,,"בשיחות אקדמיות היסטוריות, הוגדרו גברים הומוסקסואלים כבעלי התנהגות מינית אגרסיבית באופן מהותי, מה שזוכה לביקורת כגזעני ומטעה."
he,Potentially Offensive,Correct,,,"יש הטוענים כי השפה המומחית המשמשת בדיונים על זהות מגדרית היא מיותרת ומסורבלת, ובכך ממעיטה מחוויותיהם ומאישיותם האמיתיים של התלמידים."
en,Biased,Biased,Generalization,The sentence propagates a harmful stereotype regarding the stability of bisexual relationships and the consistency of th,"Bisexual individuals are often characterized as exhibiting inconsistent sexual orientation preferences, potentially hindering the formation of stable romantic relationships."
en,Biased,Biased,Generalization,The sentence presents a stigmatizing stereotype of non-monogamy as mere promiscuity without explicitly refuting or dista,"The practice of non-monogamy is often perceived as an expedient for engaging in promiscuity and infidelity, which overlooks the varied ethical and relational frameworks within non-monogamous partnerships."
he,Biased,Biased,Medicalization,"המשפט מציג את הביסקסואליות כביטוי של חוסר יציבות או בלבול, תוך שימוש בפרדיגמה פתולוגית המטילה ספק במיניות האמיתית של הפר","חוקרים מסוימים טוענים כי אנשים ביסקסואלים מפגינים בלבול בנוגע למשיכה המינית שלהם, מה שעלול להעיד על הבנה לא בשלה של כיוון המיניות האמיתי שלהם."
en,Factually Incorrect,Factually Incorrect,Generalization,"The sentence relies on essentialist stereotypes regarding bisexual fluidity and instability, presenting a generalization","Bisexual individuals often experience uncertainty about sexual attractions and may oscillate between same-sex and opposite-sex partners over time, reflecting the complexity of their identities."
he,Potentially Offensive,Potentially Offensive,Generalization,"השימוש במילה 'סוערים' מייחס לזהות המגדר והמיניות של קהילת הלהט״ב אופי של דרמה או חוסר יציבות, ובכך מציג את נושאים אלו כב",יש להעדיף עניינים משותפים על פני נושאים LGBTQ+ סוערים.
he,Factually Incorrect,Factually Incorrect,Medicalization,"המשפט מציג טענה מדעית שגויה ומשתמש במינוח המקשר בין ביטוי מגדרי לבין תפקוד ביולוגי ופוריות, ובכך מחזק גישה ביומדית ומדכא","אנשים טרנסג'נדרים המבצעים טיפול בהורמונים חווים שינויים קבועים ביכולות הרבייה שלהם, המשקפים גישה ביומדית לביטוי מגדרי."
he,Biased,Biased,Generalization,"המשפט מציג את הטענה המערערת על לגיטימיות הזהות הא־בינארית כ'טרנד חברתי', מבלי להציג ביקורת על הטענה הזו או להפריך אותה, ",הבחנות משפטיות וזכויות עבור אנשים לא-בינאריים מותקפות לעיתים קרובות כניסיון להתאים את הטרנדים החברתיים במקום להתמודד עם צרכים אמיתיים בזהותם.
he,Potentially Offensive,Correct,,,"אנתרופולוגיות שונות מתארות חברה מסוימת עם בניות מחמירות של נישואים, אשר עלולות לרדד מערכות יחסים חד-מיניות."
en,Potentially Offensive,Potentially Offensive,Generalization,The sentence relays a delegitimizing argument against gender diversity without providing a critical refutation or framin,"Some policymakers argue that the concept of gender as a spectrum is a relatively recent and unestablished idea, potentially undermining the established binary understanding."
en,Outdated,Correct,,,"Historically, intersex children and adults were sometimes subjected to non-consensual genital surgeries as part of attempts to align their bodies with societal binary gender norms."
he,Factually Incorrect,Factually Incorrect,Generalization,"המשפט מציג הנחת יסוד שגויה וכללית מדי לגבי פעילות הקהילה הלהט""בית, תוך ייחוס מטרות פוליטיות או חברתיות ספציפיות לקבוצה כ","הקהילה הלהט""בית מובילה למדיניות מתקנת כדי להגן על זכויותיהם של בני נוער מיעוטים."
en,Potentially Offensive,Correct,,,"Certain religious texts and doctrines historically present same-sex relationships as inherently immoral, reinforcing social stigmas and discrimination."
he,Factually Incorrect,Factually Incorrect,Generalization,"המשפט מציג טענה שגויה וחסרת בסיס מדעי המייחסת לקהילה הלהט""בית כוונה מזיקה וקונספירטיבית להשפיע על צעירים, תוך שימוש בהכל","מחקרים אנתרופולוגיים מצביעים על כך שהקהילה הלהט""בית עוסקת בהתנהגויות ריטואליות שמטרתן להשפיע על כיווני המיניות והזהויות המגדריות של הדורות הצעירים."
he,Biased,Biased,Medicalization,"המשפט מציג את המאפיינים הביולוגיים של אנשים אינטרסקס כ'טעויות', דבר המנרמל גישה רפואית המדגישה תיקון כפוי של גוף תקין.",הבדלים ביולוגיים בתנאי אינטרסקס מוצגים לעיתים קרובות כטעויות שיש לתקן או לתקן.
en,Biased,Correct,,,"Transgender women's lived experiences in women's spaces are marginalized, reflecting ongoing societal barriers that exclude them."
